marka,model,ostecenje,snaga,registrovan,kilometraza,kubikaza,gorivo,mjenjac,god,cena
Peugeot,2008,Bez oštećenja,92,Da,190000,1560,Dizel,Manuelni,2013,8600
Alfa Romeo,159,Bez oštećenja,115,Da,280000,1899,Dizel,Manuelni,2007,5100
Seat,Altea,Bez oštećenja,104,Da,250000,1900,Dizel,Manuelni,2004,3550
Seat,Altea,Bez oštećenja,104,Da,250000,1900,Dizel,Manuelni,2004,3550
Volkswagen,Passat,Bez oštećenja,150,Da,183557,1968,Dizel,Automatski,2020,19300
Volkswagen,Passat,Bez oštećenja,104,Ne,257000,1600,Dizel,Manuelni,2010,5300
Volvo,XC 40,Bez oštećenja,149,Ne,187000,1969,Dizel,Automatski,2019,23500
Mercedes Benz,S 350,Bez oštećenja,258,Da,227000,3000,Dizel,Automatski,2014,40000
Volkswagen,Golf 6,Bez oštećenja,140,Da,277000,2000,Dizel,Manuelni,2013,8000
Renault,Clio,Bez oštećenja,50,Da,322000,1641,Dizel,Manuelni,2008,3500
Škoda,Scala,Bez oštećenja,116,Ne,196000,1598,Dizel,Automatski,2020,14650
Audi,S6,Bez oštećenja,344,Ne,169000,2967,Dizel,Automatski,2021,44950
Ferrari,LaFerrari,Bez oštećenja,620,Da,6600,3855,Benzin,Automatski,2021,239000
Audi,A4,Bez oštećenja,190,Da,245000,2000,Dizel,Automatski,2017,20900
Volkswagen,Golf Plus,Bez oštećenja,104,Da,250000,1896,Dizel,Manuelni,2005,5000
BMW,530,Bez oštećenja,248,Da,210,2000,Hibrid benzin,Automatski,2017,29550
Mercedes Benz,GLC 250,Bez oštećenja,204,Da,180000,2143,Dizel,Automatski,2018,38500
Volkswagen,Golf 7,Bez oštećenja,150,Ne,270000,1999,Dizel,Automatski,2013,11200
Audi,Q7,Bez oštećenja,286,Da,188000,3000,Dizel,Automatski,2020,80000
Volkswagen,Golf 8,Bez oštećenja,116,Ne,246000,2000,Dizel,Automatski,2021,18800
Audi,A6,Bez oštećenja,190,Da,117000,2000,Dizel,Manuelni,2017,19800
Škoda,Octavia,Bez oštećenja,105,Ne,258000,1900,Dizel,Manuelni,2009,6700
Peugeot,407,Bez oštećenja,136,Da,277000,1997,Dizel,Manuelni,2007,2400
Volvo,S60,Bez oštećenja,214,Da,243000,2400,Dizel,Automatski,2012,9200
Mercedes Benz,C 250,Bez oštećenja,204,Da,280000,2143,Dizel,Manuelni,2008,8300
Nissan,Qashqai,Bez oštećenja,110,Da,196650,1461,Dizel,Manuelni,2015,12600
Citroen,C3 Picasso,Bez oštećenja,94,Ne,267000,1397,Benzin,Manuelni,2010,3700
Renault,Megane,Bez oštećenja,110,Da,218000,1461,Dizel,Manuelni,2015,6450
BMW,i3,Bez oštećenja,184,Ne,99000,,Električno,,2019,19000
Audi,Q3,Bez oštećenja,150,Ne,130320,1968,Dizel,Automatski,2019,28900
Audi,Q2,Bez oštećenja,116,Ne,160576,1598,Dizel,Automatski,2018,20800
Porsche,Panamera,Bez oštećenja,462,Da,164000,3000,Hibrid benzin,Automatski,2017,74990
Audi,A4,Bez oštećenja,190,Da,210000,2000,Hibrid dizel,Automatski,2020,27000
Volkswagen,Fox,Bez oštećenja,60,Da,195143,1200,Benzin+Plin,Manuelni,2006,2500
Volkswagen,Golf Plus,Bez oštećenja,105,Da,296666,1900,Dizel,Manuelni,2005,3900
Subaru,Impreza,Bez oštećenja,115,Da,340000,1998,Benzin+Plin,Manuelni,1998,3000
Suzuki,Swift,Bez oštećenja,92,Ne,182421,1328,Benzin,Manuelni,2009,4200
Alfa Romeo,159,Bez oštećenja,200,Da,149000,2400,Dizel,Automatski,2007,5500
Volkswagen,Passat,Bez oštećenja,130,Da,2147483647,1900,Dizel,Manuelni,2002,2250
Škoda,Octavia,Bez oštećenja,184,Da,140000,1968,Dizel,Automatski,2019,27000
Peugeot,2008,Bez oštećenja,110,Da,142000,1499,Dizel,Manuelni,2021,14750
Škoda,Yeti,Bez oštećenja,150,Ne,250000,2000,Dizel,Automatski,2015,12800
Peugeot,207,Bez oštećenja,73,Da,250000,1400,Benzin+Plin,Manuelni,2007,2900
Audi,A3,Bez oštećenja,105,Da,230000,1900,Dizel,Manuelni,2007,5700
Škoda,Octavia,Bez oštećenja,110,Da,205000,1598,Dizel,Manuelni,2016,11300
Audi,A3,Bez oštećenja,110,Da,199999,1600,Dizel,Manuelni,2014,12500
Land Rover,Freelander,Bez oštećenja,111,Da,28948,20,Dizel,Manuelni,2002,2700
Audi,A6,Bez oštećenja,14,Da,147000,2000,Hibrid dizel,Automatski,2020,41500
Mercedes Benz,E 220,Bez oštećenja,184,Da,145000,1991,Benzin,Automatski,2015,27500
Mercedes Benz,ML 350,Bez oštećenja,259,Da,290000,3000,Dizel,Automatski,2011,21000
Audi,A6,Bez oštećenja,190,Da,190000,1990,Dizel,Automatski,2015,20400
Toyota,C-HR,Bez oštećenja,122,Da,110000,1800,Hibrid benzin,Automatski,2020,19950
Daewoo,Kalos,Bez oštećenja,95,Da,105000,1400,Benzin,Manuelni,2003,1200
Cenntro,Avantier,Bez oštećenja,68,Da,0,,Električno,,2025,21900
Volkswagen,Golf 5,Bez oštećenja,145,Da,280000,2000,Dizel,Manuelni,2005,4700
Volkswagen,Passat,Bez oštećenja,105,Da,263000,1900,Dizel,Manuelni,2006,4400
BMW,316,Bez oštećenja,115,Da,258000,2000,Dizel,Automatski,2016,14500
Volkswagen,Passat,Bez oštećenja,149,Da,200100,2000,Dizel,Manuelni,2016,13500
Porsche,Cayenne,Bez oštećenja,239,Ne,315000,2967,Dizel,Automatski,2010,24500
Mazda,6,Bez oštećenja,140,Da,216000,1998,Dizel,Manuelni,2009,5500
Audi,A5,Bez oštećenja,143,Da,230000,2000,Dizel,Automatski,2013,15000
Audi,A3,Bez oštećenja,104,Ne,279111,1600,Dizel,Manuelni,2013,10700
Nissan,X-Trail,Bez oštećenja,176,Ne,196856,2000,Dizel,Automatski,2017,19500
Citroen,C4,Bez oštećenja,92,Da,239856,1600,Dizel,Manuelni,2012,5650
Volkswagen,Golf 7,Bez oštećenja,89,Da,220000,1600,Dizel,Manuelni,2015,9200
Citroen,C3,Bez oštećenja,83,Ne,30000,1199,Benzin,Manuelni,2021,9500
Škoda,Octavia,Bez oštećenja,105,Da,11111111,1600,Dizel,Automatski,2014,8500
Nissan,Terrano II,Bez oštećenja,154,Da,230000,3000,Dizel,Manuelni,2003,12000
Volkswagen,Polo,Bez oštećenja,74,Da,234567,1198,Dizel,Manuelni,2010,4800
Seat,Leon,Bez oštećenja,104,Da,295000,19,Dizel,Manuelni,2006,4199
Peugeot,RCZ,Bez oštećenja,156,Da,144000,1598,Benzin,Manuelni,2010,7950
Volkswagen,Passat,Bez oštećenja,140,Da,200500,1968,Dizel,Manuelni,2013,9800
Volkswagen,Golf 3,Bez oštećenja,89,Da,189000,1900,Dizel,Manuelni,1994,1500
Volkswagen,Polo,Bez oštećenja,74,Da,238000,1199,Dizel,Manuelni,2012,5500
Citroen,C3,Bez oštećenja,110,Ne,116000,1500,Dizel,Manuelni,2021,9150
Citroen,C3,Bez oštećenja,110,Ne,116000,1500,Dizel,Manuelni,2021,9150
Toyota,Yaris,Bez oštećenja,99,Da,166300,1329,Benzin,Automatski,2012,7500
Toyota,Auris,Bez oštećenja,177,Ne,370000,2200,Dizel,Manuelni,2007,3500
Citroen,C3,Bez oštećenja,82,Da,148000,1200,Benzin,Manuelni,2017,8300
Seat,Ibiza,Bez oštećenja,74,Da,245000,1400,Dizel,Manuelni,2016,7150
Volkswagen,Polo,Bez oštećenja,104,Da,239000,1600,Dizel,Manuelni,2011,7150
Jeep,Cherokee,Bez oštećenja,140,Ne,175500,2000,Dizel,Manuelni,2014,14500
Smart,forTwo,Bez oštećenja,54,Da,69663,799,Dizel,Automatski,2011,6500
Porsche,Cayenne,Bez oštećenja,263,Da,174000,2968,Dizel,Automatski,2016,46500
Volkswagen,Passat,Bez oštećenja,170,Da,215000,2000,Dizel,Automatski,2013,11300
BMW,320,Bez oštećenja,177,Da,300000,2000,Dizel,Manuelni,2009,11500
Volkswagen,Touareg,Bez oštećenja,244,Da,244000,3000,Dizel,Automatski,2011,15500
Volkswagen,Polo,Bez oštećenja,74,Ne,230000,1400,Dizel,Manuelni,2014,6999
Nissan,Qashqai,Bez oštećenja,110,Da,118000,1500,Dizel,Manuelni,2017,17200
Opel,Meriva,Bez oštećenja,110,Ne,276000,1700,Dizel,Manuelni,2013,6300
Mercedes Benz,ML 320,Bez oštećenja,224,Da,259000,3000,Dizel,Automatski,2008,12500
Mercedes Benz,E 350,Bez oštećenja,265,Da,210000,3000,Dizel,Automatski,2012,14800
Audi,Q3,Bez oštećenja,176,Da,183000,1968,Dizel,Automatski,2013,18100
Ford,Focus,Bez oštećenja,125,Ne,196000,1000,Benzin,Manuelni,2014,6650
Audi,A6,Bez oštećenja,204,Da,140000,1968,Dizel,Automatski,2019,34000
Kia,Carens,Bez oštećenja,140,Da,235000,2000,Dizel,Manuelni,2007,3800
BMW,218 Active Tourer,Bez oštećenja,149,Da,208000,1995,Dizel,Automatski,2019,17800
Saab,93,Bez oštećenja,119,Da,329279,1910,Dizel,Manuelni,2005,2500
Audi,A6,Bez oštećenja,245,Ne,235000,3000,Dizel,Automatski,2012,12900
Škoda,Octavia,Bez oštećenja,115,Ne,238500,1598,Dizel,Manuelni,2018,11800
Audi,SQ7,Bez oštećenja,435,Da,182000,3956,Dizel,Automatski,2016,53000
Seat,Leon,Bez oštećenja,142,Da,380000,1999,Dizel,Manuelni,2005,2500
Peugeot,2008,Bez oštećenja,102,Da,174000,1500,Dizel,Manuelni,2020,14000
Maserati,Ghibli,Bez oštećenja,275,Da,185548,2987,Dizel,Automatski,2015,37000
Renault,Kangoo,Oštećen - nije u voznom stanju,58,Da,222222,1200,Benzin,Manuelni,2003,50000
Mercedes Benz,B 200,Bez oštećenja,136,Da,114000,2143,Dizel,Automatski,2018,17500
Fiat,Panda,Bez oštećenja,74,Da,270000,1300,Dizel,Manuelni,2006,4200
Mitsubishi,Pajero,Bez oštećenja,160,Da,320000,3200,Dizel,Manuelni,2005,7000
Volkswagen,Tiguan,Bez oštećenja,140,Da,198000,2000,Dizel,Automatski,2012,12950
Seat,Altea XL,Bez oštećenja,140,Da,212000,2000,Dizel,Manuelni,2012,7800
Renault,Kangoo,Bez oštećenja,88,Da,290000,1500,Dizel,Manuelni,2006,3200
Jeep,Wrangler,Bez oštećenja,272,Ne,58000,2000,Benzin,Automatski,2021,65000
Volkswagen,Polo,Bez oštećenja,95,Da,180000,1600,Dizel,Manuelni,2019,11600
Audi,A3,Bez oštećenja,105,Da,250500,1600,Dizel,Manuelni,2011,7300
Škoda,Superb,Bez oštećenja,190,Da,24000,2000,Dizel,Automatski,2020,28000
Mercedes Benz,A 200,Bez oštećenja,150,Ne,174000,1950,Dizel,Automatski,2021,21900
Ford,C-Max,Bez oštećenja,115,Da,230000,1753,Dizel,Manuelni,2010,3800
BMW,530,Bez oštećenja,269,Da,99900,2993,Dizel,Automatski,2018,42000
Toyota,RAV 4,Bez oštećenja,123,Da,141000,2000,Dizel,Manuelni,2013,15800
Mercedes Benz,ML 250,Bez oštećenja,204,Ne,235968,2200,Dizel,Automatski,2012,18300
BMW,120,Bez oštećenja,176,Da,230000,1996,Dizel,Manuelni,2012,10950
Volkswagen,Golf 7,Bez oštećenja,149,Da,226100,2000,Dizel,Automatski,2018,13400
Volkswagen,Amarok,Bez oštećenja,241,Da,0,2986,Dizel,Automatski,2024,57016
Porsche,Cayenne,Bez oštećenja,0,Da,230000,3000,Dizel,Automatski,2012,28000
Jaguar,XF,Bez oštećenja,179,Da,141220,2000,Dizel,Automatski,2015,22500
Škoda,Octavia,Bez oštećenja,104,Da,300000,1900,Dizel,Manuelni,2012,3450
Mazda,CX-5,Bez oštećenja,175,Ne,256000,2200,Dizel,Automatski,2013,11900
Volkswagen,Golf 6,Bez oštećenja,104,Da,210000,1598,Dizel,Manuelni,2010,6500
Mercedes Benz,B 180,Bez oštećenja,115,Da,270000,1500,Dizel,Manuelni,2015,13300
Toyota,Land Cruiser,Bez oštećenja,190,Da,258000,3000,Dizel,Automatski,2011,26500
Toyota,Hilux,Bez oštećenja,171,Da,306000,2982,Dizel,Manuelni,2007,16000
Volkswagen,Golf 7,Bez oštećenja,104,Da,273000,1600,Dizel,Manuelni,2014,7600
Volkswagen,Polo,Bez oštećenja,95,Da,190000,1600,Dizel,Manuelni,2018,10700
Citroen,C4 Picasso,Bez oštećenja,90,Da,256000,1560,Dizel,Manuelni,2010,3999
Audi,A6 Allroad,Bez oštećenja,217,Da,240000,2976,Dizel,Automatski,2016,25000
DS Automobiles,DS 7 Crossback,Bez oštećenja,180,Da,185000,1998,Dizel,Automatski,2019,22000
Mercedes Benz,B 180,Bez oštećenja,109,Da,1,2000,Dizel,Manuelni,2011,6550
Škoda,Octavia,Bez oštećenja,105,Da,333333,1900,Dizel,Manuelni,2006,3200
Audi,Q5,Bez oštećenja,170,Da,150000,1986,Dizel,Automatski,2012,16000
BMW,320,Bez oštećenja,170,Da,279000,1998,Dizel,Manuelni,2008,5900
Renault,Scenic,Bez oštećenja,85,Da,298000,1500,Dizel,Manuelni,2007,1700
Audi,A3,Bez oštećenja,140,Da,346000,2000,Dizel,Manuelni,2005,5000
Škoda,Superb,Bez oštećenja,105,Da,270000,1900,Dizel,Manuelni,2010,8300
Mercedes Benz,GLE 350,Bez oštećenja,258,Da,245100,2987,Dizel,Automatski,2016,37500
Audi,A6,Bez oštećenja,179,Da,410000,2500,Dizel,Manuelni,2002,2900
Renault,Scenic,Bez oštećenja,106,Da,277000,1500,Dizel,Manuelni,2009,3800
Audi,A4 Allroad,Bez oštećenja,204,Da,221000,2000,Hibrid dizel,Automatski,2020,24950
Volkswagen,Touran,Bez oštećenja,149,Da,250000,2000,Dizel,Automatski,2019,14600
Nissan,Micra,Bez oštećenja,90,Ne,188000,1500,Dizel,Manuelni,2017,9850
Mercedes Benz,200,Bez oštećenja,1380,Da,152000,2,Benzin,Automatski,2006,4000
Volkswagen,Golf 7,Bez oštećenja,150,Ne,210000,1400,Benzin,Manuelni,2013,8600
Mercedes Benz,A 140,Bez oštećenja,82,Da,200000,1400,Benzin,Manuelni,2000,1000
Volkswagen,Golf 6,Bez oštećenja,104,Da,292137,1600,Dizel,Manuelni,2011,4900
Nissan,Qashqai,Bez oštećenja,131,Da,209676,1598,Dizel,Automatski,2017,15900
Citroen,C3,Bez oštećenja,75,Ne,170000,175000,Dizel,Manuelni,2016,6500
Citroen,C3,Bez oštećenja,110,Ne,72000,1200,Benzin,Automatski,2019,9950
BMW,X5,Bez oštećenja,285,Da,330000,3000,Dizel,Automatski,2009,9600
Audi,e-tron,Bez oštećenja,408,Ne,86800,,Električno,,2020,39900
Seat,Leon,Bez oštećenja,110,Da,210000,1599,Dizel,Manuelni,2015,9000
Volkswagen,Golf 6,Bez oštećenja,110,Da,337000,2000,Dizel,Manuelni,2008,7000
Mercedes Benz,CLS 350,Bez oštećenja,259,Da,188650,3000,Dizel,Automatski,2015,33600
Citroen,C3,Bez oštećenja,68,Da,248000,1398,Dizel,Manuelni,2013,5800
Audi,Q5,Bez oštećenja,176,Da,248000,1997,Dizel,Automatski,2013,16900
Hyundai,Santa Fe,Bez oštećenja,112,Da,300000,1991,Dizel,Manuelni,2002,5000
Peugeot,5008,Bez oštećenja,109,Da,240000,1600,Dizel,Manuelni,2010,6500
Peugeot,308,Bez oštećenja,109,Da,270000,1560,Dizel,Manuelni,2008,3750
Volkswagen,Golf 7,Bez oštećenja,184,Da,270000,2000,Dizel,Automatski,2015,14300
Volkswagen,Tiguan,Bez oštećenja,200,Ne,143140,1968,Dizel,Automatski,2020,29790
Chevrolet,Cruze,Bez oštećenja,163,Ne,221000,2000,Dizel,Manuelni,2011,4900
Citroen,C5,Bez oštećenja,136,Da,380000,1997,Dizel,Automatski,2009,4900
Volkswagen,Tiguan,Bez oštećenja,200,Da,196000,2000,Dizel,Automatski,2021,32700
Volkswagen,Golf 4,Bez oštećenja,101,Da,250000,1600,Benzin,Manuelni,1999,1650
Mini,Countryman,Bez oštećenja,111,Ne,211000,1600,Dizel,Manuelni,2011,6800
Peugeot,308,Bez oštećenja,130,Ne,154000,1500,Dizel,Automatski,2019,9800
Ford,Fiesta,Bez oštećenja,95,Da,231761,1560,Dizel,Manuelni,2014,6500
BMW,318,Bez oštećenja,142,Da,260000,1995,Dizel,Automatski,2011,10500
Citroen,C4,Bez oštećenja,109,Da,273813,16,Dizel,Manuelni,2007,2450
Volkswagen,Golf 6,Bez oštećenja,105,Da,321755,1600,Dizel,Manuelni,2010,6000
Volkswagen,Passat,Bez oštećenja,140,Da,458456,1900,Dizel,Automatski,2008,4550
Opel,Corsa,Bez oštećenja,99,Da,225000,1300,Dizel,Manuelni,2011,5350
Peugeot,508,Bez oštećenja,181,Da,189000,1997,Dizel,Automatski,2015,9900
Land Rover,Range Rover Evoque,Bez oštećenja,190,Da,181456,2179,Dizel,Automatski,2012,19999
Audi,A4,Bez oštećenja,143,Ne,260000,2000,Dizel,Manuelni,2011,9000
Volkswagen,Polo,Bez oštećenja,95,Da,93000,999,Benzin,Manuelni,2017,8900
Mercedes Benz,ML 280,Bez oštećenja,190,Da,244500,2987,Dizel,Automatski,2006,11990
Opel,Corsa,Bez oštećenja,102,Ne,159000,1500,Dizel,Manuelni,2020,10990
Fiat,500,Bez oštećenja,75,Da,166463,1300,Dizel,Manuelni,2008,5150
Volkswagen,Polo,Bez oštećenja,75,Da,25000,1200,Dizel,Manuelni,2011,5700
Volkswagen,Polo,Bez oštećenja,0,Da,250000,1400,Dizel,Manuelni,2002,1950
Volkswagen,Passat,Bez oštećenja,140,Ne,301000,1986,Dizel,Automatski,2013,7500
Ford,Mondeo,Bez oštećenja,115,Da,250000,1800,Benzin+Plin,Manuelni,1997,1000
Citroen,C5,Bez oštećenja,108,Da,292000,2000,Dizel,Manuelni,2004,2000
Peugeot,807,Bez oštećenja,170,Da,271000,2179,Dizel,Automatski,2010,4500
Chevrolet,Aveo,Bez oštećenja,95,Da,174800,1248,Dizel,Manuelni,2012,3980
Mercedes Benz,ML 320,Bez oštećenja,224,Da,200000,3000,Dizel,Automatski,2007,8499
Renault,Kadjar,Bez oštećenja,110,Da,203000,1500,Dizel,Automatski,2016,13000
Mercedes Benz,A 140,Bez oštećenja,200,Da,219022,250,Dizel,Manuelni,1991,80000
Volkswagen,Golf Plus,Bez oštećenja,105,Ne,230000,1600,Dizel,Manuelni,2012,7300
Mercedes Benz,C 180,Bez oštećenja,156,Da,235000,1600,Benzin,Automatski,2017,14000
Citroen,C3,Bez oštećenja,110,Ne,106000,1199,Benzin,Automatski,2018,9200
Volkswagen,Passat,Bez oštećenja,120,Da,270000,1598,Dizel,Manuelni,2014,11300
Volkswagen,Touran,Bez oštećenja,77,Da,243000,1896,Dizel,Manuelni,2006,3500
BMW,430,Bez oštećenja,259,Da,175757,3000,Dizel,Automatski,2015,26300
Dacia,Sandero,Bez oštećenja,95,Da,290000,1500,Dizel,Manuelni,2016,5000
Škoda,Scala,Bez oštećenja,116,Ne,196000,1598,Dizel,Automatski,2019,13650
Citroen,C3,Bez oštećenja,102,Ne,173000,1499,Dizel,Manuelni,2019,8950
Volkswagen,Passat,Bez oštećenja,131,Da,280000,1896,Dizel,Manuelni,2004,2800
Opel,Vectra,Bez oštećenja,125,Da,250000,2200,Dizel,Manuelni,2003,1000
BMW,318,Bez oštećenja,122,Da,265000,2000,Dizel,Manuelni,2006,5200
Volkswagen,Jetta,Bez oštećenja,104,Da,300000,1600,Dizel,Manuelni,2011,8000
BMW,520,Bez oštećenja,190,Da,165000,1998,Dizel,Automatski,2019,30000
Volkswagen,Golf Plus,Bez oštećenja,105,Da,258000,1600,Dizel,Manuelni,2010,6300
Audi,Q3,Bez oštećenja,150,Ne,10551,2000,Dizel,Automatski,2024,47000
Škoda,Octavia,Bez oštećenja,105,Da,145500,1598,Dizel,Manuelni,2014,11900
Volkswagen,Golf 7,Bez oštećenja,150,Da,165000,,Električno,,2020,16000
BMW,318,Bez oštećenja,116,Ne,230000,1800,Benzin,Manuelni,2006,2500
Mercedes Benz,B 160,Bez oštećenja,95,Ne,183000,1500,Benzin,Manuelni,2010,4090
Volkswagen,Passat,Bez oštećenja,116,Da,350000,1898,Dizel,Manuelni,2000,2500
Lancia,Lybra,Bez oštećenja,116,Da,167000,1910,Dizel,Manuelni,2004,1100
Citroen,C4,Bez oštećenja,99,Ne,164234,1600,Dizel,Manuelni,2017,8500
Volkswagen,Polo,Bez oštećenja,69,Da,105499,1198,Benzin,Manuelni,2009,4500
BMW,X1,Bez oštećenja,176,Da,260000,2000,Dizel,Automatski,2011,11400
Seat,Ibiza,Bez oštećenja,75,Ne,153000,1200,Dizel,Manuelni,2015,6750
Audi,Q3,Bez oštećenja,150,Da,128000,2000,Dizel,Automatski,2016,18990
Volkswagen,Golf Sportsvan,Bez oštećenja,110,Da,214000,1600,Dizel,Manuelni,2016,11200
Chery,Tiggo,Bez oštećenja,186,Da,5743,1598,Benzin,Automatski,2023,27000
Volkswagen,Tiguan,Bez oštećenja,140,Ne,187000,1968,Dizel,Manuelni,2012,13350
Volkswagen,Passat,Bez oštećenja,131,Da,0,1900,Dizel,Manuelni,2001,2500
BMW,X5,Bez oštećenja,313,Da,270000,3000,Dizel,Automatski,2017,33000
Volkswagen,Polo,Bez oštećenja,101,Da,220006,19,Dizel,Manuelni,2007,4500
Fiat,Doblo,Bez oštećenja,116,Da,117556,1242,Dizel,Manuelni,2013,9999
Volkswagen,Tiguan,Bez oštećenja,140,Da,288772,1968,Dizel,Automatski,2008,10600
Nissan,X-Trail,Bez oštećenja,131,Da,260000,1600,Dizel,Manuelni,2016,13999
Mercedes Benz,GLC 220,Bez oštećenja,170,Da,109500,2143,Dizel,Automatski,2018,31000
Kia,Venga,Bez oštećenja,128,Ne,250000,1600,Dizel,Manuelni,2011,4500
Toyota,Corolla,Bez oštećenja,122,Da,23000,1798,Hibrid benzin,Automatski,2021,18000
Mercedes Benz,E 220,Bez oštećenja,199,Da,238000,20,Dizel,Automatski,2021,47000
Nissan,Qashqai,Bez oštećenja,115,Da,192000,1197,Benzin,Automatski,2015,11990
Polski Fiat,126 P,Bez oštećenja,44,Da,45000,850,Benzin,Manuelni,1986,2000
Volkswagen,Passat,Bez oštećenja,170,Da,333333,2000,Dizel,Manuelni,2008,5000
Škoda,Yeti,Bez oštećenja,105,Da,155000,1197,Benzin,Automatski,2014,8000
Mercedes Benz,GLC 300,Bez oštećenja,244,Ne,180000,20,Dizel,Automatski,2020,38500
Jeep,Wrangler,Oštećen - u voznom stanju,200,Ne,230264,3600,Dizel,Automatski,2013,30000
BMW,520,Bez oštećenja,163,Da,260000,1995,Dizel,Automatski,2006,6000
Volvo,XC 60,Bez oštećenja,204,Da,290000,2400,Dizel,Automatski,2011,11700
Audi,A3,Bez oštećenja,104,Da,273251,1596,Dizel,Manuelni,2012,8350
Volkswagen,Passat,Bez oštećenja,100,Da,340,1900,Dizel,Manuelni,2001,2800
Volkswagen,Golf 7,Bez oštećenja,86,Da,159300,1200,Benzin,Manuelni,2013,8500
Audi,A6,Bez oštećenja,334,Da,116000,4163,Benzin,Automatski,2005,9300
Volkswagen,Passat,Bez oštećenja,131,Da,300000,1900,Dizel,Manuelni,2004,2700
Audi,A1,Bez oštećenja,89,Ne,236958,1598,Dizel,Manuelni,2012,7700
Suzuki,SJ 413,Bez oštećenja,69,Da,40000,1300,Benzin+Plin,Manuelni,1991,11999
Opel,Meriva,Bez oštećenja,90,Ne,107490,1400,Benzin+Plin,Manuelni,2010,2790
Volkswagen,Golf 2,Bez oštećenja,54,Da,282327,1589,Dizel,Manuelni,1987,90000
Volvo,S60,Bez oštećenja,179,Da,430000,1998,Benzin,Manuelni,2007,2000
Volkswagen,Golf 7,Bez oštećenja,225,Da,213290,1400,Hibrid benzin,Automatski,2016,15000
Hyundai,iX20,Bez oštećenja,77,Ne,214800,1400,Dizel,Manuelni,2011,5650
Citroen,C4 Picasso,Bez oštećenja,112,Ne,192000,1560,Dizel,Automatski,2012,4950
Mercedes Benz,C 180,Bez oštećenja,116,Da,210000,1598,Dizel,Automatski,2017,21500
Volkswagen,Passat,Bez oštećenja,104,Da,270000,1598,Dizel,Manuelni,2010,6800
Volkswagen,Golf 6,Bez oštećenja,105,Ne,228000,1598,Dizel,Manuelni,2010,5900
Volkswagen,Golf 7,Bez oštećenja,90,Da,195000,1600,Dizel,Manuelni,2014,9000
Volkswagen,Golf Plus,Bez oštećenja,104,Da,240000,190,Dizel,Manuelni,2007,4250
Volkswagen,Caddy,Bez oštećenja,103,Da,246000,1999,Dizel,Manuelni,2016,14000
Audi,A4,Bez oštećenja,150,Ne,220580,1968,Dizel,Automatski,2019,21500
Audi,A3,Bez oštećenja,115,Da,166000,1968,Dizel,Manuelni,2020,21500
BMW,325,Bez oštećenja,218,Ne,147000,3000,Benzin,Automatski,2007,15000
Volkswagen,Caddy,Bez oštećenja,105,Ne,290000,1600,Dizel,Manuelni,2015,11500
Citroen,C5 Aircross,Bez oštećenja,131,Ne,195000,1500,Dizel,Automatski,2022,17400
Renault,Scenic,Bez oštećenja,110,Ne,228000,1500,Dizel,Manuelni,2011,4890
Mercedes Benz,GLC 250,Bez oštećenja,150,Da,138684,2143,Dizel,Automatski,2019,36500
Audi,A4,Bez oštećenja,190,Da,158000,2000,Dizel,Automatski,2018,23000
Audi,A4,Bez oštećenja,143,Da,280000,1968,Dizel,Manuelni,2010,9000
BMW,X1,Bez oštećenja,136,Ne,237000,2000,Dizel,Manuelni,2012,10800
Citroen,C4 Picasso,Bez oštećenja,149,Da,220000,2000,Dizel,Automatski,2015,8150
Renault,Clio,Bez oštećenja,75,Ne,230655,1461,Dizel,Manuelni,2011,4650
BMW,318,Bez oštećenja,149,Da,165000,2000,Dizel,Automatski,2020,23790
Renault,Megane,Bez oštećenja,120,Da,245000,1900,Dizel,Manuelni,2005,3000
Volvo,XC 60,Bez oštećenja,163,Da,265720,2400,Dizel,Automatski,2011,11500
Alfa Romeo,Giulietta,Bez oštećenja,104,Da,282000,1600,Dizel,Manuelni,2010,4200
Volkswagen,Caddy,Bez oštećenja,102,Ne,240000,1600,Dizel,Manuelni,2011,6600
Jeep,Grand Cherokee,Bez oštećenja,224,Da,300000,3000,Dizel,Automatski,2006,10500
Volkswagen,Passat,Bez oštećenja,190,Da,180000,2000,Dizel,Automatski,2015,15400
Mercedes Benz,200,Bez oštećenja,136,Da,226000,2149,Dizel,Manuelni,2006,6000
Mercedes Benz,B 180,Bez oštećenja,108,Da,259000,1896,Dizel,Automatski,2008,5500
Alfa Romeo,MiTo,Bez oštećenja,84,Da,250000,1299,Dizel,Manuelni,2012,4500
Ford,Focus,Bez oštećenja,90,Da,310000,18,Dizel,Manuelni,2004,1950
Mercedes Benz,B 180,Bez oštećenja,109,Da,212000,1800,Dizel,Automatski,2012,10700
Land Rover,Range Rover Velar,Bez oštećenja,241,Da,136000,2000,Dizel,Tiptronik,2019,48000
Mini,Cooper D,Bez oštećenja,109,Ne,300000,1560,Dizel,Manuelni,2007,3000
Volvo,XC 60,Bez oštećenja,190,Ne,255000,2000,Dizel,Automatski,2015,14590
Volkswagen,Polo,Bez oštećenja,75,Ne,233000,1200,Dizel,Manuelni,2011,5100
Volkswagen,Golf 6,Bez oštećenja,140,Da,207208,1968,Dizel,Manuelni,2010,9000
Opel,Agila,Oštećen - u voznom stanju,74,Da,208000,1200,Benzin,Manuelni,2002,80000
Volkswagen,Caddy,Bez oštećenja,69,Da,550000,1968,Dizel,Manuelni,2005,4599
